Account,Amount,Destination,delivered_amount,date,Memos
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rQaazXe1LeHPUksFiL2ouHRZB9Kd2BZHM6","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rwnM2jsbnDrEzHjxeASdjajzYvvbsPqXDE","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rwXC9whyqEuY33JeoLTxtrZuT5bUp1YwcE","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rPBjiSeG1Wv2QTVknukco8V7LuJmNi3iQz","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rKBSrZVQMXDCbC7JEkeoXUimEGfVfPJDNt","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","raiJ9KKA4ZkonQWQPzFxPWqtAFkRHQR8mp","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rL77P2rYsjYfqjaJqSqzeyLL99Z56LDbT5","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rEhZf4QP6J3EmQbuNHJE5q7MzmQdpVSw8z","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rEhZf4QP6J3EmQbuNHJE5q7MzmQdpVSw8z","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rKoGjvFu2ug5WXufwFEwrxArqK4QxrqLoe","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rfrBRgAsaknxP6G7v4inUXWywfZuiWAA4","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rB59KXC1SYgk2yjt3uFYuqjvTY2wKxamcW","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rKoGjvFu2ug5WXufwFEwrxArqK4QxrqLoe","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rfrBRgAsaknxP6G7v4inUXWywfZuiWAA4","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rB59KXC1SYgk2yjt3uFYuqjvTY2wKxamcW","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","ra6zffMc5EWE8BuNmvF1J68uXFaeJ4UjXE","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rPWszQdxRJ8QrW3aTceUmBhXVFuxQZYUhk","1000000000","2021-10-26",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rhQcRrpk99E52gkQBrxgwwPufiM4GE747F","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rhQcRrpk99E52gkQBrxgwwPufiM4GE747F","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r4wF6brKyMyShG7o8AKcnz9Fty3F21cF6f","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rf8shKsGxknsRGpTW7rimPgeSgHU8gTPdM","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r3WvAKSprZ9YipwK1GDFrwPp4EPYG6rLjC","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r9tDmpcNJbxdhnPCb2GBVGzavu1aZ7DpJF","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rGKAyfmQQsftzz67z2CyA4FfXyDksaobaK","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rE64aFrhwaZpgVkvMEMtxLJcDjM8sot455","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rhkgE74ooFKYnUgP3Pbks7NLFFfvd9uCBX","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r9Uieh9kzca2wvfsNnKBbauaFRgKAyaea1","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r9BwYL7TPvrz1Z3HpL3XuV8NaG2TqbUmN3","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rKKY1AQwYRW42So8hVUYdgF2ptZSGKvYy1","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rscp4jLSkU2XNSjwhztHM7igK2XLXAty76","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r3qVsSyZRxEN4AmJ3zPYw5nb2PbP7KbJAf","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rJeBSKZdTTcgdpViCS2GeHdco8YdrzYziT","1000000000","2021-10-25",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rE1yW8uLYJUJqjdkzHi67utRTuhwFRFbQ5","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rMnTQeEc3vbpyhdMt4zwu2nkYDBpqZ36jG","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rD2KqjXqvkb34BYqYD7jYVKC7p28QWU9pD","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rJFuE9ZJcLnbixxLSrWSm6tKzTJ9LEYCv7","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rJP3xWLVVzdyzQPtv7y7w7BmqLoC1Pidq9","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rn8yfHST1Yh9ENLDZJvmzsLeE2npKuGMMC","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rhjaJHabh3tfsQjRzXENugLHWE27NckjXX","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rf46JkBhmvcDwFyhWR3YimjW3WvzVyLW51","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rEQMQBcK2UAWWcGxJtJc6TQpuW8AxVGGb2","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rwPdW9dPdyLnySNZxFyCTpAfjYW2hmn3oW","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rJBDS5bDJK4W5yTEAQkPzo2Ks61z3dnRtw","1000000000","2021-10-24",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rGdwzfkjND7UkBbp5iwpXF2gWbjV7nkhAg","1000000000","2021-10-23",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rEAorK5VXssdD5GfQRhisiRukHGz5479jJ","1000000000","2021-10-23",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rHdyyTfpDkNzwPkMbFXMFy1Ut99r5UuK7C","1000000000","2021-10-23",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rKKAsB9V5h7bm8KsPfeRAvwyBtVPAzvWfQ","1000000000","2021-10-23",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rPCH6iAzgcQ65hgbU6qZPba99HcYtKk5qm","1000000000","2021-10-23",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rGYQ6J7RAy8gYPGNz9VwyrgmaaQuymXA3S","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rhhpc8TsCRkaGY6JwdbuonbC76WCZaFtM5","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rs2WAwZEz2udNC946JdjwkMsSANmMYNnBS","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rfwG9G57KKCWYJ5j6o6AaZ2PW5nWBpBXKu","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rEMMCx36T9QqqrerUYtYLXRwLXwexmjUFf","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rMm2hrAhMVkxyRHD8ctakBC5pN3hT2SYoY","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rnGWXv1wpk4P1J8kqHVtb3UNZS1h5Kv831","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rsqaSy1asnn7Jay19tbsUycKyJ2rS2nzj6","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","ra9SsPoEevkDUhhUcd1FpGnr8BCeMZBU91","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","raQ64YSd158wx5ytFGCzbPjJooEWos5y7c","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rM7JPtaEJpiGiA1pFxXbnsBGdQxAWZFV5q","1000000000","2021-10-22",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rGr8gBykW7pvHGFkrBUsAtyoAZ5Yizf2u3","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rsFxihR5Mi4nvYwq43JLApHzLciUjqskNs","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rnVuVKofbs4RZidALjbsVSNGwgRKYQU2AD","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rnvKu62wTsjKfvE4XigQdEAdV4i2fJf2Ae","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r3jV7nn6CkxtDz8xeLi2JUCZK4oKa5KR89","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rQEM7tx9CGz6FW5J5TfNoY8vLBkpZwdW57","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rwtJ1G8qA6RXFEtkq7xVdTXk5g63KjFF98","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rMWEft3DVt14KJhq2aHrcLVjRwecq5TQ43","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rN5xZXoaa4nuKtPQ4UwNmffyvset38Ufdf","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rnrTSKmK5RhHgwBTBtiiB9SyFxqsuN1C5s","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rnrTSKmK5RhHgwBTBtiiB9SyFxqsuN1C5s","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","radQV3F1wpxkCXpVGx1YTVToxL2JU4ARQa","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","radQV3F1wpxkCXpVGx1YTVToxL2JU4ARQa","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rJc2fChACm5o46ABnRahCqerETTFpsB3KS","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rwHrixbeyepcDhxmim6AgPyT8DsuvFdMi8","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rJc2fChACm5o46ABnRahCqerETTFpsB3KS","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rwHrixbeyepcDhxmim6AgPyT8DsuvFdMi8","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rB76T3gcGBivu5ELtKYPaY68d2uCjWz7qk","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rB76T3gcGBivu5ELtKYPaY68d2uCjWz7qk","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rBWYjqApnP6WgbPZCo4F9VtpAxEu671Anm","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rBWYjqApnP6WgbPZCo4F9VtpAxEu671Anm","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r3ZyWwyuF9Tx3Ky8N6ykTg3HUnBjLpVPFS","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r3ZyWwyuF9Tx3Ky8N6ykTg3HUnBjLpVPFS","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rHxEkDH7FuSC2H2zPcWiWFPsSbtGsTxFw7","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rHxEkDH7FuSC2H2zPcWiWFPsSbtGsTxFw7","1000000000","2021-10-21",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rQfnKjeL2g8gqsjiRWHTJvaNuDcwRvfQ8n","1000000000","2021-10-20",null
"rnUEqrBid2cmPixTwwLRsCafUWciuWGEup","201000000","rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","201000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rnUEqrBid2cmPixTwwLRsCafUWciuWGEup","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rLozahdtwXkMgpf6mDqZntgDZ4qB1s9dGE","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rBfZsiF7F14eVMv4brKNR6Y5f6xoH1Vq2U","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rsXnqS3shCwQqBtJ1tazp9WjEeJjeeVFou","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rjFYfJuRgXgU7wYbXuvWsanr5umKLhFZt","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rGqmWHNVFHfrg9E9YiuLC5ns49Y1eK9V5c","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rE6wwU9oBjCpNhyF28BkKC7QW18gXRhp3E","1000000000","2021-10-20",null
"rNHGikYXQ2p6H3mawrLsyorBr5L4mMjkLU","201000000","rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","201000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rNHGikYXQ2p6H3mawrLsyorBr5L4mMjkLU","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r3T4ks6hnEbzXzUjvY2LBKZMsY7ASUpELn","1000000000","2021-10-20",null
"rwcZUyLUomCFs9VQZWFqvthb6dg7Xik7Rt","201000000","rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","201000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rwcZUyLUomCFs9VQZWFqvthb6dg7Xik7Rt","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rhxUjK6xXMszmEVipafEc3E1gsvt3CMPXg","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rhxUjK6xXMszmEVipafEc3E1gsvt3CMPXg","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rHCCS9htibxffyfdJd7ycF9FwruDPvr6kL","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","raiSwY5M9GtzSwsXrSvFvy1Fj2hFyhtGG","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rHCCS9htibxffyfdJd7ycF9FwruDPvr6kL","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","raiSwY5M9GtzSwsXrSvFvy1Fj2hFyhtGG","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rp3rBCphZQHMhkavh9eoZYaAmLiNpNJEvs","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rp3rBCphZQHMhkavh9eoZYaAmLiNpNJEvs","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rP3uZUEQbRJn6gwgoqmjZn9fRK99Det5Wf","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rP3uZUEQbRJn6gwgoqmjZn9fRK99Det5Wf","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rGx1KPA24xMsyyJNEDL8DbKv2UKE59YFHD","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rGx1KPA24xMsyyJNEDL8DbKv2UKE59YFHD","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r4S35YX19UPVft1YNk67dLanoCkBh5tzTc","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rfUpc25ffGmPsvP4cYBLQxkyU19yY7D2yU","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","r4S35YX19UPVft1YNk67dLanoCkBh5tzTc","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","rfUpc25ffGmPsvP4cYBLQxkyU19yY7D2yU","1000000000","2021-10-20",null
"rPT1Sjq2YGrBMTttX4GZHjKu9dyfzbpAYe","1000000000","racahSECZ9846WE4g67e6TW7h3SDwG6bdP","1000000000","2021-10-20",null
